round,stagnation_round,phase,runtime,objective,status,bdc,generic2,lc,negative,ng,p,pc1,saf,sc2,sc3,toh,valh,varh
78,37,probing,4.010012041006121,,ExitStatus.UNKNOWN,100,True,5,STR1N,RST,BT,False,False,MDD,Table,False,Median,Memory
79,38,probing,4.039057875008439,5482,ExitStatus.FEASIBLE,1,False,2,CT,RST,AC,True,True,TableHybrid,Matrix2D,True,First,Lexico
80,39,probing,3.269048500005738,5719,ExitStatus.OPTIMAL,1000,True,0,V,NO,AP,False,True,TableHybrid,Bits,True,OccsR,Memory
81,40,probing,0.789877917006379,0,ExitStatus.FEASIBLE,10,True,10,STR0,NO,GT,True,False,MDD,Tries,True,Vals,Wdeg
82,41,probing,4.015267249997123,5834,ExitStatus.FEASIBLE,1,True,0,V,RST,SAC3,False,False,TableHybrid,Matrix2D,False,Last,Memory
83,42,probing,4.022410290999687,5099,ExitStatus.FEASIBLE,1,True,1,CT,RST,AC,True,False,TableHybrid,MDD,False,Median,FrbaOnDom
84,43,probing,4.0353628330049105,5726,ExitStatus.FEASIBLE,100,False,0,CMDDO,NO,AP,False,True,Bits,MDD,False,Rand,Rand
85,44,probing,4.026261999999406,6055,ExitStatus.FEASIBLE,1000,True,0,CT,NO,AP,False,True,Table,TableHybrid,True,Last,RunRobin
86,45,probing,4.015813582998817,6641,ExitStatus.FEASIBLE,1,False,5,STR2N,RST,SAC3,False,True,TableHybrid,Table,True,Rand,Wdeg
87,46,probing,4.008963583008153,6184,ExitStatus.FEASIBLE,10,False,2,VA,RST,SAC3,False,True,Matrix3D,Matrix2D,True,OccsR,Rand
No Round,No Stagnation Round,solving,0.6110526249976829,0,ExitStatus.FEASIBLE,100,True,0,CMDDS,NO,GT,False,False,Tries,Bits,True,First,WdegOnDom
